ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_04897 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae NA NA
ASV_16S_04898 Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Vampirovibrio NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04899 Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA
ASV_16S_04900 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04901 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04902 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Myxococcaceae Aggregicoccus NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04903 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04904 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_04905 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Kofleriaceae Kofleria NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04906 Bacteria Bacteroidota Bacteroidia Chitinophagales NA NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Edaphobaculum NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_04907 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04908 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA
ASV_16S_04909 Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA NA Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas/Armatimonadetes_gp3 NA NA Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA
ASV_16S_04910 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae NA NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_16S_04911 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA NA Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales NA NA NA NA Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_16S_04912 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Afipia NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_16S_04913 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA NA Bacteria Gemmatimonadetes Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA NA Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_16S_04914 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04915 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Edaphobacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_04916 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria Nevskiales Nevskiaceae Polycyclovorans NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04917 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA
ASV_16S_04918 Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA NA Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas/Armatimonadetes_gp3 NA NA Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA
ASV_16S_04919 Bacteria Armatimonadota Fimbriimonadia Fimbriimonadales Fimbriimonadaceae NA NA NA Bacteria Armatimonadetes Armatimonadetes_gp5 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04920 Bacteria Verrucomicrobiota Verrucomicrobiae Methylacidiphilales Methylacidiphilaceae NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04921 Bacteria Proteobacteria Gammaproteobacteria Coxiellales Coxiellaceae Coxiella NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Coxiellales Coxiellaceae Coxiella NA
ASV_16S_04922 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Simkaniaceae NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Simkaniaceae Simkania NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales NA NA NA
ASV_16S_04923 Bacteria Myxococcota Myxococcia Myxococcales NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Anaeromyxobacteraceae Anaeromyxobacter NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04924 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04925 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA
ASV_16S_04926 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04927 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Simkaniaceae Simkania NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA
ASV_16S_04928 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04929 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_16S_04930 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04931 Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 NA NA
ASV_16S_04932 Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04933 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA
ASV_16S_04934 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Chitinimonadaceae Chitinimonas NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Chitinimonas NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_16S_04935 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04936 Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria NA NA NA NA NA NA NA Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA
ASV_16S_04937 Bacteria Proteobacteria Alphaproteobacteria Elsterales Elsteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04938 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_04939 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_04940 Bacteria Armatimonadota NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04942 Bacteria Patescibacteria ABY1 "Candidatus Falkowbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04943 Bacteria Patescibacteria Parcubacteria "Candidatus Jorgensenbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Jorgensenbacteria" NA NA NA
ASV_16S_04944 Bacteria Patescibacteria Berkelbacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04945 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA
ASV_16S_04946 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales NA NA NA NA Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_16S_04947 Bacteria Chloroflexi Chloroflexia Elev-1554 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Chloroflexi Chloroflexia Elev-1554 NA NA NA
ASV_16S_04948 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04949 Bacteria WPS-2 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04950 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota NA NA NA NA NA
ASV_16S_04951 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA
ASV_16S_04952 Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp6 Gp6 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04953 Bacteria Armatimonadota Armatimonadia Armatimonadales NA NA NA NA Bacteria Armatimonadetes Armatimonadia Armatimonadales Armatimonadaceae Armatimonas/Armatimonadetes_gp1 NA NA NA NA NA NA NA NA NA
ASV_16S_04954 Bacteria Planctomycetota Phycisphaerae NA NA NA NA NA Bacteria Planctomycetes Phycisphaerae Sedimentisphaerales Anaerohalosphaeraceae Anaerohalosphaera NA NA NA NA NA NA NA NA NA
ASV_16S_04955 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04956 Bacteria Proteobacteria Alphaproteobacteria Holosporales Holosporaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04957 Bacteria Sumerlaeota Sumerlaeia Sumerlaeales Sumerlaeaceae Sumerlaea NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04958 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_04959 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04960 Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Pseudobacteroides NA NA Bacteria Firmicutes Clostridia NA Hungateiclostridiaceae Ruminiclostridium NA
ASV_16S_04961 Bacteria Patescibacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04962 Bacteria Patescibacteria Parcubacteria "Candidatus Staskawiczbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Staskawiczbacteria" NA NA NA
ASV_16S_04963 Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA NA Bacteria Actinobacteria Coriobacteriia NA NA NA NA NA Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA
ASV_16S_04964 Bacteria Acidobacteriota Aminicenantia Aminicenantales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04965 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04966 Bacteria Patescibacteria ABY1 "Candidatus Falkowbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04967 Bacteria Cyanobacteria Sericytochromatia NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04968 Bacteria Chloroflexi KD4-96 NA NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp16 Gp16 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04969 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA NA Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter NA NA Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_16S_04970 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04971 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia NA NA NA NA
ASV_16S_04972 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Pseudolabrys NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_16S_04973 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04974 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_04976 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Nitrobacter NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Nitrobacter NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_16S_04977 Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae Rhizomicrobium NA NA Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae Rhizomicrobium NA NA Bacteria Proteobacteria Alphaproteobacteria Micropepsales Micropepsaceae NA NA
ASV_16S_04978 Bacteria Acidobacteriota Holophagae "Subgroup 7" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp7 Gp7 NA NA NA NA Bacteria Acidobacteriota Holophagae "Subgroup 7" NA NA NA
ASV_16S_04979 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04980 Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA NA Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas/Armatimonadetes_gp3 NA NA Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA
ASV_16S_04981 Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae NA NA NA Bacteria Planctomycetes Phycisphaerae NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04982 Bacteria Planctomycetota Planctomycetes Planctomycetales NA NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Planctomycetaceae NA NA NA Bacteria Planctomycetota Planctomycetes Planctomycetales NA NA NA
ASV_16S_04983 Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15-21 NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15-21 NA NA
ASV_16S_04984 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidocella NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidocella NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidocella NA
ASV_16S_04985 Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae NA NA NA Bacteria Verrucomicrobia Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Luteolibacter NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae NA NA
ASV_16S_04986 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae Aquicella NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04987 Bacteria Armatimonadota Fimbriimonadia Fimbriimonadales Fimbriimonadaceae NA NA NA Bacteria Armatimonadetes Armatimonadetes_gp5 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04988 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae "Candidatus Protochlamydia" NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Parachlamydiaceae Parachlamydia NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA
ASV_16S_04989 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidocella NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidocella NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Acidocella NA
ASV_16S_04990 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Labilitrichaceae Labilithrix NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_16S_04991 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidisoma NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_16S_04992 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04993 Bacteria Proteobacteria Gammaproteobacteria "Gammaproteobacteria Incertae Sedis" "Unknown Family" Acidibacter NA NA Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria_incertae_sedis Acidibacter NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_04994 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04995 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA NA Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter NA NA Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_16S_04996 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Terriglobus NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA
ASV_16S_04997 Bacteria Proteobacteria Gammaproteobacteria "Gammaproteobacteria Incertae Sedis" "Unknown Family" NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04998 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04999 Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
